attraction_id,name,country,province,city,price,rating,latitude,longitude,sentiment_y,popularity,normalized_popularity,sentiment_rating,popularity_rating,price_level
0,vancouver_city_sightseeing_tour,canada,british_columbia,vancouver,1,4.5,49.1978322,-123.0649959,0.4413471554668297,57,0.49393379510682217,Good,Very Popular,$
1,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,canada,british_columbia,vancouver,2,5.0,49.1978322,-123.0649959,0.4103325643502209,89,0.49393379510682217,Good,Very Popular,$$
2,quebec_city_and_montmorency_falls_day_trip_from_montreal,canada,quebec,montreal,2,4.5,45.5001458,-73.5720264,0.32393798459003686,67,0.49393379510682217,OK,Very Popular,$$
3,niagara_falls_day_trip_from_toronto,canada,ontario,toronto,2,5.0,43.6561507,-79.3842642,0.36102559593796363,27,0.044655920337787966,Good,Popular,$$
4,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",canada,ontario,niagara_falls,2,5.0,43.0857136,-79.0824311,0.38997421149504485,111,0.49393379510682217,Good,Very Popular,$$
5,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,canada,ontario,niagara_falls,2,5.0,43.102436,-78.961638,0.44663402711607264,367,0.49393379510682217,Good,Very Popular,$$
6,whistler_small-group_day_trip_from_vancouver,canada,british_columbia,vancouver,2,5.0,49.1978322,-123.0649959,0.3687468390133831,34,0.17045372527311756,Good,Popular,$$
7,ultimate_niagara_falls_tour_plus_helicopter_ride_and_skylon_tower_lunch,canada,ontario,niagara_falls,3,5.0,43.0857136,-79.0824311,0.3484333148663506,28,0.06262703532854934,OK,Popular,$$$
11,vancouver_seaplane_tour,canada,british_columbia,vancouver,2,5.0,48.4241277,-123.3707833,0.3157020170375434,57,0.49393379510682217,OK,Very Popular,$$
12,niagara_falls_grand_helicopter_tour,canada,ontario,niagara_falls,2,5.0,43.1888394,-79.1714688,0.3103026581002772,21,-0.06317076960678025,OK,Popular,$$
13,whistler_helicopter_tour,canada,british_columbia,whistler,2,5.0,49.1830074,-123.176599,0.41477732832643543,26,0.026684805347026597,Good,Popular,$$
14,niagara_falls_helicopter_tour,canada,ontario,niagara_falls,2,4.5,43.1186039,-79.0743842,0.35695611535757443,246,0.49393379510682217,Good,Very Popular,$$
15,7-minute_helicopter_tour_over_toronto,canada,ontario,toronto,2,4.5,43.632485,-79.3956627,0.339708978191121,13,-0.2069396895328712,OK,Not Popular,$$
16,seaplane_flight_to_victoria_and_whale-watching_cruise,canada,british_columbia,vancouver,4,5.0,48.4241277,-123.3707833,0.3318055555555555,3,-0.3866508394404849,OK,Not Popular,$$$$
17,ultimate_niagara_falls_tour_plus_helicopter_ride_and_skylon_tower_lunch,canada,ontario,niagara_falls,3,5.0,43.0857136,-79.0824311,0.3484333148663506,28,0.06262703532854934,OK,Popular,$$$
18,niagara_falls_airplane_tour,canada,ontario,niagara_falls,2,5.0,43.1897478,-79.1701169,0.4375,1,-0.42259306942200764,Good,Not Popular,$$
23,14-minute_helicopter_tour_over_toronto,canada,ontario,toronto,3,5.0,43.632485,-79.3956627,0.24333333333333335,2,-0.40462195443124627,OK,Not Popular,$$$
25,mount_mamquam_and_alpine_lakes_seaplane_tour_from_vancouver,canada,british_columbia,vancouver,3,4.5,48.4241277,-123.3707833,0.2543333333333333,2,-0.40462195443124627,OK,Not Popular,$$$
26,helicopter_tour_over_montreal,canada,quebec,montreal,2,5.0,45.5313457,-73.4114329,0.597538888888889,5,-0.35070860945896215,Very Good,Not Popular,$$
27,squamish_explorer_flightseeing_tour,canada,british_columbia,squamish,2,5.0,49.783335,-123.159769,0.27294270833333334,4,-0.3686797244497235,OK,Not Popular,$$
30,thousand_islands_two_castle_helicopter_tour,canada,ontario,things_to_do_in_gananoque,3,5.0,44.3474018,-76.1751743,0.6630555555555556,3,-0.3866508394404849,Very Good,Not Popular,$$$
31,helicopter_tour_over_mont-tremblant,canada,quebec,mont_tremblant,2,5.0,46.1141489,-74.5413873,0.37784598214285714,8,-0.29679526448667803,Good,Not Popular,$$
33,victoria_and_butchart_gardens_by_seaplane_and_speed_boat,canada,british_columbia,vancouver,4,5.0,49.284751,-123.1394811,0.4041666666666666,3,-0.3866508394404849,Good,Not Popular,$$$$
34,whistler_day_trip_by_seaplane_from_vancouver,canada,british_columbia,vancouver,4,4.5,48.4241277,-123.3707833,0.3092857142857143,2,-0.40462195443124627,OK,Not Popular,$$$$
35,whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight,canada,british_columbia,vancouver,4,5.0,48.4227209,-123.3689786,0.17166666666666663,3,-0.3866508394404849,OK,Not Popular,$$$$
36,vancouver_to_victoria_by_seaplane_and_ferry,canada,british_columbia,vancouver,3,4.5,48.4241277,-123.3707833,0.389421768707483,7,-0.3147663794774394,Good,Not Popular,$$$
37,seaplane_flight_to_victoria_with_ground_transport_and_butchart_gardens_admission,canada,british_columbia,vancouver,4,5.0,48.4241277,-123.3707833,0.47885185185185186,5,-0.35070860945896215,Very Good,Not Popular,$$$$
39,quebec_city_helicopter_tour_over_montmorency_falls,canada,quebec,quebec_city,2,4.5,46.799969,-71.3723555,0.2708333333333333,1,-0.42259306942200764,OK,Not Popular,$$
40,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,canada,british_columbia,vancouver_island,4,5.0,48.4241277,-123.3707833,-0.04444444444444447,1,-0.42259306942200764,Bad,Not Popular,$$$$
41,vancouver_to_victoria_seaplane_flight,canada,british_columbia,vancouver,2,5.0,48.4241277,-123.3707833,0.3694922586861363,35,0.1884248402638789,Good,Popular,$$
42,victoria_to_vancouver_seaplane_flight,canada,british_columbia,vancouver_island,2,5.0,48.4241277,-123.3707833,0.32875000000000004,3,-0.3866508394404849,OK,Not Popular,$$
44,air_taxi_and_tour_from_toronto_-_niagara_including_ground_transport_to_niagara_hotels,canada,ontario,toronto,5,5.0,43.1897478,-79.1701169,0.4014285714285714,1,-0.42259306942200764,Good,Not Popular,$$$$$
47,exhilarating_120km_aerial_tour_of_toronto,canada,ontario,things_to_do_in_markham,1,5.0,56.130366,-106.346771,0.5857142857142857,1,-0.42259306942200764,Very Good,Not Popular,$
48,boldt_castle_and_thousand_islands_helicopter_tour,canada,ontario,things_to_do_in_gananoque,2,5.0,44.3474018,-76.1751743,0.4388532003710575,14,-0.18896857454210983,Good,Popular,$$
50,ultimate_thousand_islands_helicopter_tour,canada,ontario,things_to_do_in_gananoque,5,5.0,44.3474018,-76.1751743,0.45138888888888884,3,-0.3866508394404849,Very Good,Not Popular,$$$$$
51,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,canada,british_columbia,vancouver,5,4.5,49.284751,-123.1394811,0.2777777777777778,1,-0.42259306942200764,OK,Not Popular,$$$$$
54,seaplane_tour_with_admission_to_capilano_suspension_bridge_park,canada,british_columbia,vancouver,2,5.0,48.4241277,-123.3707833,0.7000000000000001,1,-0.42259306942200764,Very Good,Not Popular,$$
55,whistler_to_victoria_scenic_flight,canada,british_columbia,whistler,3,4.0,50.1436794,-122.9485982,0.049999999999999996,1,-0.42259306942200764,OK,Not Popular,$$$
59,whistler_backcountry_flightseeing_tour,canada,british_columbia,squamish,2,5.0,49.783335,-123.159769,0.2866666666666667,1,-0.42259306942200764,OK,Not Popular,$$
63,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,canada,british_columbia,vancouver,4,4.5,48.4241277,-123.3707833,0.4552008928571429,2,-0.40462195443124627,Very Good,Not Popular,$$$$
65,thousand_islands_helicopter_tour,canada,ontario,things_to_do_in_gananoque,2,5.0,44.3474018,-76.1751743,0.4125000000000001,2,-0.40462195443124627,Good,Not Popular,$$
66,victoria_panorama_seaplane_tour,canada,british_columbia,vancouver_island,2,4.5,48.4241277,-123.3707833,0.3386585648148148,8,-0.29679526448667803,OK,Not Popular,$$
69,"niagara_falls_tour_with_boat_cruise,_journey_and_fallsview_lunch_from_toronto",canada,ontario,toronto,3,4.5,43.6837428,-79.5929134,0.44711734025821326,18,-0.11708411457906436,Good,Popular,$$$
70,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,canada,ontario,niagara_falls,2,5.0,43.102436,-78.961638,0.4263476160252428,293,0.49393379510682217,Good,Very Popular,$$
72,half-day_whale_watching_adventure_from_vancouver,canada,british_columbia,vancouver,2,4.5,48.4227209,-123.3689786,0.3433731594543398,141,0.49393379510682217,OK,Very Popular,$$
74,niagara_falls_american-side_tour_with_maid_of_the_mist_boat_ride,united_states,new_york_(ny),niagara_falls,2,4.5,43.102436,-78.961638,0.4191705787041863,178,0.49393379510682217,Good,Very Popular,$$
75,whale-watching_cruise_with_expert_naturalists,canada,british_columbia,vancouver_island,2,5.0,48.4224072,-123.3670534,0.33051256613756613,24,-0.009257424634496142,OK,Popular,$$
76,vancouver_harbor_sunset_dinner_cruise,canada,british_columbia,vancouver,2,4.5,49.29419,-123.133059,0.40441787878787877,25,0.008713690356265227,Good,Popular,$$
77,"jasper_national_park_tour:_maligne_valley,_medicine_lake_and_spirit_island",canada,alberta,canadian_rockies,1,5.0,52.8780879,-118.0799308,0.3827602298495156,33,0.15248261028235618,Good,Popular,$
78,victoria_whale_and_wildlife_cruise,canada,british_columbia,vancouver_island,2,5.0,48.4225678,-123.3824385,0.3476026887503001,112,0.49393379510682217,OK,Very Popular,$$
79,victoria_whale_watching_adventure_in_a_zodiac_vessel,canada,british_columbia,vancouver_island,2,5.0,48.4227209,-123.3689786,0.31872888676770667,46,0.386107105162254,OK,Very Popular,$$
80,vancouver_harbor_and_indian_arm_lunch_cruise,canada,british_columbia,vancouver,2,5.0,49.29419,-123.133059,0.3680405417375283,16,-0.15302634456058709,Good,Popular,$$
81,whale-watching_tour_from_vancouver,canada,british_columbia,vancouver,2,4.5,49.12451,-123.1840089,0.3228977854603526,399,0.49393379510682217,OK,Very Popular,$$
82,ultimate_day_tour_to_victoria,canada,british_columbia,vancouver,3,4.5,48.4227209,-123.3689786,0.4159618716931217,30,0.09856926531007207,Good,Popular,$$$
83,halifax_harbour_hopper_tour,canada,nova_scotia,halifax_region,1,4.5,44.663465,-63.6241384,0.35474564016230686,33,0.15248261028235618,Good,Popular,$
85,victoria_zodiac_boat_whale_watching_tour,canada,british_columbia,vancouver_island,2,4.5,48.4222022,-123.3796261,0.3926276455026455,15,-0.17099745955134846,Good,Popular,$$
86,whale_watching_tour_from_granville_island_in_vancouver,canada,british_columbia,vancouver,2,4.5,49.2713184,-123.1363136,-0.15625,1,-0.42259306942200764,Bad,Not Popular,$$
87,tall_ship_silva_sailing_cruise,canada,nova_scotia,halifax_region,1,3.5,44.663465,-63.6241384,0.3803377976190476,6,-0.3327374944682008,Good,Not Popular,$
88,quebec_city_historic_discoverers_cruise,canada,quebec,quebec_city,1,4.0,45.502452,-73.5523778,0.2851685095145686,29,0.0805981503193107,OK,Popular,$
89,1-hour_toronto_harbour_tour_with_live_narration,canada,ontario,toronto,1,5.0,43.639796,-79.3800798,0.5497130647130647,5,-0.35070860945896215,Very Good,Not Popular,$
92,full-day_whale_watching_cruise_from_quebec,canada,quebec,quebec_city,2,4.5,45.502452,-73.5523778,0.3718540564373898,12,-0.22491080452363257,Good,Not Popular,$$
93,victoria_whale_watch_tour,canada,british_columbia,vancouver_island,2,4.5,48.4255917,-123.3695807,0.3612988143577845,43,0.3321937601899699,Good,Very Popular,$$
94,victoria_to_vancouver_tour_with_butchart_gardens_admission_and_sunset_cruise_to_vancouver,canada,british_columbia,vancouver_island,2,5.0,48.4227209,-123.3689786,0.5530555555555556,2,-0.40462195443124627,Very Good,Not Popular,$$
95,vancouver_harbor_sightseeing_cruise,canada,british_columbia,vancouver,1,4.5,49.29419,-123.133059,0.38024565381708236,14,-0.18896857454210983,Good,Popular,$
111,3_hour_whale_watching_tour,canada,british_columbia,vancouver_island,2,5.0,48.6488242,-123.3946395,0.1642857142857143,1,-0.42259306942200764,OK,Not Popular,$$
122,gems_of_niagara_falls_small-group_tour,canada,ontario,niagara_falls,2,5.0,43.6704097,-79.3872779,0.5638888888888888,1,-0.42259306942200764,Very Good,Not Popular,$$
123,granite_falls_zodiac_tour,canada,british_columbia,vancouver,2,5.0,49.27173,-123.1366559,0.45934056929865047,59,0.49393379510682217,Very Good,Very Popular,$$
124,summer_sunset_whales_and_wildlife_tour_in_vancouver_island,canada,british_columbia,vancouver_island,2,5.0,48.4265936,-123.3709212,0.5,1,-0.42259306942200764,Very Good,Not Popular,$$
125,downtown_vancouver_sightseeing_cruise_in_a_zodiac_vessel,canada,british_columbia,vancouver,1,5.0,48.4227209,-123.3689786,0.309938394938395,7,-0.3147663794774394,OK,Not Popular,$
126,le_bateau-mouche_sightseeing_cruise_in_montreal,canada,quebec,montreal,1,4.5,45.5066947,-73.5499128,0.31879166666666664,4,-0.3686797244497235,OK,Not Popular,$
127,niagara_falls_small-group_tour_from_toronto,canada,ontario,toronto,3,5.0,43.6704097,-79.3872779,0.4195908211769556,17,-0.1350552295698257,Good,Popular,$$$
129,victoria_whale_watching_tour_by_zodiac,canada,british_columbia,vancouver_island,2,4.5,48.4255917,-123.3695807,0.3576524343711844,16,-0.15302634456058709,Good,Popular,$$
131,quebec_city_dinner_cruise,canada,quebec,quebec_city,2,4.0,45.502452,-73.5523778,0.3205246913580247,6,-0.3327374944682008,OK,Not Popular,$$
132,lake_minnewanka_cruise,canada,alberta,canadian_rockies,1,4.5,51.417637,-116.217007,0.5604761904761906,2,-0.40462195443124627,Very Good,Not Popular,$
133,halifax_dinner_cruise,canada,nova_scotia,halifax_region,2,3.5,44.663465,-63.6241384,-0.25250000000000006,1,-0.42259306942200764,Bad,Not Popular,$$
135,summer_whale_watching_on_vancouver_island,canada,british_columbia,vancouver_island,2,5.0,48.4265936,-123.3709212,0.39095623920796735,62,0.49393379510682217,Good,Very Popular,$$
136,montreal_dinner_cruise,canada,quebec,montreal,2,4.0,45.502452,-73.5523778,0.3355121882086168,14,-0.18896857454210983,OK,Popular,$$
140,jasper_city_sightseeing_tour_and_maligne_lake_cruise,canada,alberta,canadian_rockies,2,5.0,51.1306919,-114.0066346,0.5205833333333334,2,-0.40462195443124627,Very Good,Not Popular,$$
141,4-hour_eagle_viewing_river_float_trip_from_squamish_with_lunch,canada,british_columbia,squamish,2,5.0,49.749151,-123.133378,0.4024007936507937,4,-0.3686797244497235,Good,Not Popular,$$
142,victoria_4_ever_wild_sunset_whale-watching_tour,canada,british_columbia,vancouver_island,2,5.0,48.4225678,-123.3824385,0.40173788711288716,13,-0.2069396895328712,Good,Not Popular,$$
143,toronto_harbour_sightseeing_cruise,canada,ontario,toronto,1,4.5,43.638887,-79.380352,0.3823814247921391,6,-0.3327374944682008,Good,Not Popular,$
145,lady_muskoka_boat_cruise,canada,ontario,peterborough_&_the_kawarthas,1,4.0,45.03056,-79.314097,0.41196543443174305,128,0.49393379510682217,Good,Very Popular,$
146,victoria_and_butchart_gardens_by_seaplane_and_speed_boat,canada,british_columbia,vancouver,4,5.0,49.284751,-123.1394811,0.4041666666666666,3,-0.3866508394404849,Good,Not Popular,$$$$
147,"niagara_falls_tour_with_boat_cruise,_journey_and_fallsview_lunch_from_toronto",canada,ontario,toronto,3,4.5,43.6837428,-79.5929134,0.44711734025821326,18,-0.11708411457906436,Good,Popular,$$$
148,whales_&_fly:_whale_watching_from_vancouver_to_victoria_&_return_seaplane_flight,canada,british_columbia,vancouver,4,5.0,48.4227209,-123.3689786,0.17166666666666663,3,-0.3866508394404849,OK,Not Popular,$$$$
149,vancouver_to_victoria_by_seaplane_and_ferry,canada,british_columbia,vancouver,3,4.5,48.4241277,-123.3707833,0.389421768707483,7,-0.3147663794774394,Good,Not Popular,$$$
150,victoria_whale_watching_tour_on_a_covered_vessel,canada,british_columbia,vancouver_island,2,4.0,48.4222022,-123.3796261,0.2711989188532556,28,0.06262703532854934,OK,Popular,$$
152,vancouver_full-day_sightseeing_and_photography_tour,canada,british_columbia,vancouver,3,5.0,56.130366,-106.346771,0.30892857142857144,1,-0.42259306942200764,OK,Not Popular,$$$
153,maligne_lake_cruise,canada,alberta,canadian_rockies,2,5.0,51.1306919,-114.0066346,-0.20833333333333331,1,-0.42259306942200764,Bad,Not Popular,$$
155,vancouver_to_victoria_whale_watching_&_butchart_gardens_with_return_by_speedboat,canada,british_columbia,vancouver,4,5.0,49.284751,-123.1394811,0.09999999999999999,1,-0.42259306942200764,OK,Not Popular,$$$$
158,victoria_sunset_whale-watching_cruise,canada,british_columbia,vancouver_island,2,5.0,48.4225678,-123.3824385,0.29269097866419297,14,-0.18896857454210983,OK,Popular,$$
160,niagara_falls_night_tour_with_dinner_and_cruise,canada,ontario,niagara_falls,2,4.5,43.0857136,-79.0824311,0.39429220779220786,5,-0.35070860945896215,Good,Not Popular,$$
162,ottawa_river_historic_sightseeing_cruise,canada,quebec,things_to_do_in_ottawa,1,4.0,45.4315573,-75.7079349,0.35087576691342603,101,0.49393379510682217,Good,Very Popular,$
163,halifax_deep_sea_fishing,canada,nova_scotia,halifax_region,1,4.0,44.663465,-63.6241384,0.2871428571428571,1,-0.42259306942200764,OK,Not Popular,$
165,victoria_marine_wildlife_tour,canada,british_columbia,vancouver_island,2,5.0,48.4225678,-123.3824385,0.3823974358974359,13,-0.2069396895328712,Good,Not Popular,$$
168,interactive_pirate_cruise_from_granville_island,canada,british_columbia,vancouver,1,5.0,49.27129,-123.1366356,0.3451698320693856,52,0.49393379510682217,OK,Very Popular,$
169,vancouver_city_and_seals_scenic_boat_tour,canada,british_columbia,vancouver,1,5.0,49.27173,-123.1366559,0.387014295884791,44,0.35016487518073125,Good,Very Popular,$
170,murphy's_dj_party_boat,canada,nova_scotia,halifax_region,1,1.0,44.663465,-63.6241384,-0.24,1,-0.42259306942200764,Bad,Not Popular,$
171,rideau_canal_cruise,canada,ontario,ottawa,1,4.0,45.4558462,-75.6950408,0.34603403017313167,21,-0.06317076960678025,OK,Popular,$
173,sunset_cruise,canada,british_columbia,vancouver,2,5.0,49.27173,-123.1366559,0.4982142857142858,1,-0.42259306942200764,Very Good,Not Popular,$$
174,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,canada,quebec,mont_tremblant,2,5.0,46.2132909,-74.5849902,0.36,1,-0.42259306942200764,Good,Not Popular,$$
177,wet_&_wild_elaho_exhilarator_&_sea_to_sky_gondola_combo_from_squamish,canada,british_columbia,squamish,2,5.0,49.749151,-123.133378,0.4439814814814815,3,-0.3866508394404849,Good,Not Popular,$$
182,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,canada,british_columbia,vancouver,5,4.5,49.284751,-123.1394811,0.2777777777777778,1,-0.42259306942200764,OK,Not Popular,$$$$$
183,ottawa_river_tours,canada,ontario,ottawa,1,4.0,45.4558462,-75.6950408,0.3287373737373737,11,-0.24288191951439395,OK,Not Popular,$
185,whale-watching_marine_wildlife_excursion_by_zodiac_boat,canada,newfoundland_and_labrador,things_to_do_in_trinity,1,4.5,48.368514,-53.357835,0.3454403659611993,12,-0.22491080452363257,OK,Not Popular,$
189,lake_louise_winter_sightseeing_gondola,canada,alberta,things_to_do_in_lake_louise,1,4.0,51.4419206,-116.1621717,0.5375,1,-0.42259306942200764,Very Good,Not Popular,$
190,friday_night_wine_and_cheese_sail_in_toronto,canada,ontario,toronto,2,5.0,43.637548,-79.391232,0.3375000000000001,1,-0.42259306942200764,OK,Not Popular,$$
191,victoria_shore_excursion:_whale-watching_cruise_and_butchart_gardens_admission,canada,british_columbia,vancouver_island,2,5.0,48.4227209,-123.3689786,0.4288690476190476,7,-0.3147663794774394,Good,Not Popular,$$
192,whale-watching_cruise_from_victoria_and_butchart_gardens_admission,canada,british_columbia,vancouver_island,2,4.5,48.4227209,-123.3689786,0.3603194444444444,6,-0.3327374944682008,Good,Not Popular,$$
193,whale-watching_cruise_from_vancouver_to_victoria,canada,british_columbia,vancouver,3,4.5,48.4227209,-123.3689786,0.45280000000000004,5,-0.35070860945896215,Very Good,Not Popular,$$$
194,whale-watching_cruise_from_victoria_to_vancouver,canada,british_columbia,vancouver_island,3,5.0,48.4227209,-123.3689786,0.5314285714285715,4,-0.3686797244497235,Very Good,Not Popular,$$$
196,seaplane_flight_to_victoria_with_whale_watching_and_return_by_ferry,canada,british_columbia,vancouver,4,4.5,48.4241277,-123.3707833,0.4552008928571429,2,-0.40462195443124627,Very Good,Not Popular,$$$$
198,vancouver_whale_watching_adventure,canada,british_columbia,vancouver,2,4.0,49.2929184,-123.1277908,0.09222222222222225,1,-0.42259306942200764,OK,Not Popular,$$
201,vancouver_whale_watching_safari,canada,british_columbia,vancouver,3,5.0,49.284751,-123.1394811,0.1630952380952381,1,-0.42259306942200764,OK,Not Popular,$$$
207,vancouver_holiday_dinner_and_carols_cruise,canada,british_columbia,vancouver,2,3.5,49.29419,-123.133059,0.27281746031746035,2,-0.40462195443124627,OK,Not Popular,$$
209,bowen_island_dinner_and_zodiac_tour,canada,british_columbia,vancouver,2,5.0,49.27173,-123.1366559,0.4236451247165533,7,-0.3147663794774394,Good,Not Popular,$$
210,whale_watching_with_butchart_gardens_and_butterfly_gardens_from_victoria,canada,british_columbia,vancouver_island,2,3.0,48.4222022,-123.3796261,0.33,1,-0.42259306942200764,OK,Not Popular,$$
214,quebec_city_walking_tour,canada,quebec,quebec_city,1,5.0,46.8130864,-71.2055932,0.388684142032035,176,0.49393379510682217,Good,Very Popular,$
215,niagara_falls_small-group_day_tour_from_toronto,canada,ontario,toronto,2,5.0,43.647862,-79.3929029,0.3410645873299845,98,0.49393379510682217,OK,Very Popular,$$
216,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,canada,quebec,quebec_city,1,4.5,46.8131324,-71.2056118,0.27061899311006454,52,0.49393379510682217,OK,Very Popular,$
217,4-_to_6-hour_northern_lights_tour_from_yellowknife,canada,northwest_territories,yellowknife,2,4.0,62.439678,-114.4058369,0.23714720775462964,32,0.1345114952915948,OK,Popular,$$
218,victoria_guided_food_and_history_tour,canada,british_columbia,vancouver_island,1,5.0,48.4300479,-123.3637239,0.4376456652588708,81,0.49393379510682217,Good,Very Popular,$
220,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,canada,ontario,toronto,2,4.5,43.6837428,-79.5929134,0.36479620941558444,50,0.4579915651252994,Good,Very Popular,$$
221,small_group_excursion_of_quebec_city_montmorency_falls,canada,quebec,quebec_city,1,5.0,46.898015,-71.182973,0.40209299573882906,12,-0.22491080452363257,Good,Not Popular,$
222,niagara_on_the_lake_wine_tour_with_cheese_pairing,canada,ontario,niagara_falls,2,5.0,43.2265419,-79.1159615,0.41741247286967725,58,0.49393379510682217,Good,Very Popular,$$
223,haunted_montreal_pub_crawl,canada,quebec,montreal,1,5.0,45.5220554,-73.5371121,0.27425925925925926,3,-0.3866508394404849,OK,Not Popular,$
224,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,canada,ontario,niagara_falls,2,5.0,43.2265419,-79.1159615,0.4458874854819977,41,0.29625153020844713,Good,Very Popular,$$
225,christmas_in_quebec_city:_small-group_gourmet_food_tour,canada,quebec,quebec_city,1,5.0,46.8130864,-71.2055932,0.4116666666666666,1,-0.42259306942200764,Good,Not Popular,$
227,lake_louise_and_icefield_parkway_sightseeing_full-day_tour,canada,alberta,canadian_rockies,2,4.5,51.1214558,-114.0858128,0.4322857142857144,5,-0.35070860945896215,Good,Not Popular,$$
231,small-group_toronto_ghosts_and_spirits_of_the_distillery_tour,canada,ontario,toronto,1,4.5,43.647211,-79.3741731,0.31481670221887614,23,-0.027228539625257512,OK,Popular,$
233,quebec_city_historic_discoverers_cruise,canada,quebec,quebec_city,1,4.0,45.502452,-73.5523778,0.2851685095145686,29,0.0805981503193107,OK,Popular,$
237,"talkwalk,_the_inside_job_-_the_winter_walking_tour_of_public_art_and_sculpture",canada,ontario,toronto,1,5.0,56.130366,-106.346771,0.225,1,-0.42259306942200764,OK,Not Popular,$
240,niagara-on-the-lake_cycle_and_wine-tasting_tour_with_optional_two_course_lunch,canada,ontario,niagara_falls,1,5.0,43.2265419,-79.1159615,0.4037471655328798,7,-0.3147663794774394,Good,Not Popular,$
241,snowshoeing_tour_to_marble_canyon,canada,alberta,canadian_rockies,1,5.0,51.1775076,-115.5712711,0.39275757575757575,5,-0.35070860945896215,Good,Not Popular,$
242,talking_trees_-_indigenous_walking_tour,canada,british_columbia,vancouver,1,5.0,49.3222742,-123.1309622,0.3714486518915867,23,-0.027228539625257512,Good,Popular,$
292,sunset_dinner_tour,canada,british_columbia,okanagan_valley,2,5.0,49.8294363,-119.6265584,0.5514285714285715,1,-0.42259306942200764,Very Good,Not Popular,$$
301,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,canada,ontario,niagara_falls,2,5.0,43.082352,-79.041138,0.44085261276962573,55,0.49393379510682217,Good,Very Popular,$$
304,light_up_niagara_falls,canada,ontario,toronto,3,5.0,45.463769,-73.8233438,0.43125,2,-0.40462195443124627,Good,Not Popular,$$$
305,deluxe_evening_tour_to_lake_louise_and_moraine_lake_with_dinner,canada,alberta,canadian_rockies,2,5.0,51.1775076,-115.5712711,0.44800000000000006,2,-0.40462195443124627,Good,Not Popular,$$
306,halifax_segway_city_tour,canada,nova_scotia,halifax_region,2,4.0,44.645196,-63.5690448,0.23124999999999996,1,-0.42259306942200764,OK,Not Popular,$$
308,shared_wonder_tour,united_states,new_york_(ny),niagara_falls,3,4.5,43.082352,-79.041138,0.37813690476190476,8,-0.29679526448667803,Good,Not Popular,$$$
309,niagara_falls_canada_underground_railroad_heritage_tour,canada,ontario,niagara_falls,2,5.0,43.09064,-79.021955,0.3677083333333333,4,-0.3686797244497235,Good,Not Popular,$$
312,the_sip_of_mtl_brew_tour,canada,quebec,montreal,2,5.0,44.47227,-73.186689,0.31333333333333335,3,-0.3866508394404849,OK,Not Popular,$$
315,"path,_toronto's_underground_city_-_walking_tour",canada,ontario,toronto,1,5.0,43.6400676,-79.3824719,0.29261904761904767,2,-0.40462195443124627,OK,Not Popular,$
318,beyond_the_bagel:_montreal_jewish_food_walking_tour,canada,quebec,montreal,2,5.0,45.5169489,-73.579716,0.3795109126984127,6,-0.3327374944682008,Good,Not Popular,$$
320,animated_crime_walking_tour_in_old_quebec,canada,quebec,quebec_city,1,4.5,46.8131281,-71.2056028,0.2637127867810259,85,0.49393379510682217,OK,Very Popular,$
321,montreal_mural_tour,canada,quebec,montreal,1,5.0,45.526123,-73.5950714,0.38411877705627706,4,-0.3686797244497235,Good,Not Popular,$
322,inside_the_shmata_factory,canada,quebec,montreal,1,4.0,45.5169489,-73.579716,0.2982142857142857,2,-0.40462195443124627,OK,Not Popular,$
324,nature_in_the_city_of_victoria_bc,canada,british_columbia,vancouver_island,1,5.0,49.2779117,-123.0986452,0.7285714285714285,1,-0.42259306942200764,Very Good,Not Popular,$
325,niagara_falls_canada_tour_from_niagara_usa,united_states,new_york_(ny),niagara_falls,2,5.0,43.082352,-79.041138,0.4164233372331744,57,0.49393379510682217,Good,Very Popular,$$
329,vancouver_full-day_sightseeing_and_photography_tour,canada,british_columbia,vancouver,3,5.0,56.130366,-106.346771,0.30892857142857144,1,-0.42259306942200764,OK,Not Popular,$$$
331,thousand_islands_sunset_dinner_cruise,canada,ontario,things_to_do_in_kingston,2,4.5,44.2307614,-76.4797292,0.37483394515537377,26,0.026684805347026597,Good,Popular,$$
333,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,canada,british_columbia,squamish,2,4.5,49.749151,-123.133378,0.3861111111111112,2,-0.40462195443124627,Good,Not Popular,$$
335,ottawa_river_historic_sightseeing_cruise,canada,quebec,things_to_do_in_ottawa,1,4.0,45.4315573,-75.7079349,0.35087576691342603,101,0.49393379510682217,Good,Very Popular,$
